ID_RMC,Ciclo,Ramo,Nombre del programa,Derecho Social o Bienestar Económico (directo),Descripción del programa,Población Potencial,Población Objetivo,Población Atendida,Cobertura del programa (PA/PPx100),Eficiencia del programa (PA/POx100),Original,Modificado,Ejercido
51-E043,2017,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Prevención y control de enfermedades,Salud,"Disminuir la presencia de enfermedades transmisibles y no transmisibles o crónico degenerativas. La población beneficiaria corresponde a los diferentes grupos de edad del área de influencia y responsabilidad institucional (derechohabientes y no derechohabientes). El beneficio se ofrece tanto a través del Programa de Vacunación Universal, el cual es una política pública de salud que se lleva a cabo en todas las Instituciones del Sistema Nacional de Salud para lograr el control, eliminación y erradicación de las Enfermedades Prevenibles por Vacunación; así como a través de la realización de pruebas de detección de enfermedades crónico degenerativas a la población derechohabiente.",9416947.0,3787874.0,3670031.0,38.97,96.89,1002.16,942.79,942.79
51-E044,2017,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Atención a la Salud,Salud,"El programa tiene como objetivo disminuir la presencia de enfermedades transmisibles no controladas y su mortalidad asociada, a través del otorgamiento de servicios con calidad en las modalidades de atención de urgencias, consulta externa general y consulta externa especializada, así como mediante la atención hospitalaria general y de especialidad oportuna y eficaz, a los trabajadores al servicio del Estado, pensionados y sus familias.",9416947.0,2432336.0,2389369.0,25.37,98.23,26601.21,30217.29,30217.29
11-E007,2018,Educación Pública,Servicios de Educación Media Superior,Educación,"El Programa de Educación Media Superior contribuye a fortalecer la calidad y pertinencia de la educación media superior, superior y formación para el trabajo, a fin de que contribuya al desarrollo de México mediante la prestación de servicios de educación de tipo medio superior que permiten la atención integral a la demanda de los jóvenes del grupo de edad escolar en la que usualmente se cursa la educación media superior (15-17 años), bajo tres modalidades: bachillerato general, tecnológico y profesional técnico.",6656956.0,1617538.0,1610345.0,24.05,104.37,41354.28,40275.14,40275.14
11-E010,2018,Educación Pública,Servicios de Educación Superior y Posgrado,Educación,"El programa contribuye a fortalecer la calidad y pertinencia de la educación media superior, superior y formación para el trabajo, a fin de que aporten al desarrollo de México mediante la atención de la población matriculada en educación superior y posgrado con servicios educativos reconocidos por su calidad. Entre los principales servicios que otorga el programa se encuentra la atención de alumnos en programas de calidad de los niveles de educación superior y posgrado y la impartición de programas de posgrado reconocidos por Programa Nacional de Posgrados de Calidad del Consejo Nacional de Ciencia y Tecnología (CONACyT). Su planeación es anual, debido a la asignación de recursos en el Presupuesto de Egresos de la Federación.",2770949.0,2098928.0,599992.0,21.65,28.59,48838.39,51541.76,51541.75
11-E013,2018,Educación Pública,Producción y transmisión de materiales educativos,Educación,"El Programa contribuye a promover y difundir el arte y la cultura como recursos formativos privilegiados para impulsar la educación integral mediante la transmisión de programas en las señales de radio y televisión con contenido cultural, artístico, educativo y de entretenimiento. El Programa está dirigido a toda aquella persona que cuente con radio y televisión y que se encuentre dentro de la cobertura de la señal televisiva o radiofónica; así como a los alumnos inscritos en escuelas de modalidad telesecundaria y telebachillerato del país. Durante 2017, en este esfuerzo intervinieron, de manera conjunta, los siguientes organismos del sector educativo: XEIPN Canal 11, el Instituto Mexicano de la Radio y la Dirección General de Televisión Educativa. El tipo de bien que entrega el Programa, transmisión de programas en las señales de radio y televisión, no tiene una temporalidad determinada.",112336538.0,112336538.0,78778609.0,70.13,70.13,927.45,1119.51,1119.51
11-E017,2018,Educación Pública,Atención al deporte,Educación,"El programa es operado por la Comisión Nacional de Cultura Física y Deporte (CONADE) y la Comisión de Apelación y Arbitraje del Deporte (CAAD). Su objetivo es proporcionar los servicios a los deportistas en las instalaciones en óptimo estado de la CONADE. Además, a través de la CAAD, dar resolución a los recursos de apelación y procedimientos de arbitraje para contribuir a fortalecer la práctica de las actividades físicas y deportivas como un componente de la educación integral. Los recursos federales del programa son administrados para el gasto corriente, con el cual, se otorga apoyos a diferentes beneficiarios durante el año. La CONADE otorga bienes y servicios conforme lo solicitan las Unidades Administrativas de la CONADE y la CAAD ofrece el servicio denominado recurso de apelación por controversias en materia deportiva a partir de la solicitud de las personas físicas y morales miembros del Sistema Nacional de Cultura Física y Deporte (SINADE) e inscritos en el Registro Nacional de Cultura Física y Deporte (RENADE).",191539.0,30407.0,31131.0,16.25,102.38,630.26,826.12,826.12
11-E021,2018,Educación Pública,Investigación Científica y Desarrollo Tecnológico,Educación,"El principal objetivo del programa es contribuir a impulsar la educación científica y tecnológica como elemento indispensable para la transformación de México en una sociedad del conocimiento mediante la realización de proyectos de investigación que se vinculan con la generación del conocimiento y con los diversos sectores para resolver los problemas nacionales. El apoyo que otorga el programa es con recursos financieros para la realización de los proyectos de investigación científica y desarrollo tecnológico que se llevan a cabo en las distintas Instituciones que operan el programa. Considerando que las Unidades responsables reciben recursos mediante el Presupuesto de Egresos de la Federación y con base en esto realizan su planeación anual, su operación también es anual.",15501.0,14754.0,14551.0,93.87,98.62,14804.87,15505.32,15505.29
11-E039,2018,Educación Pública,Registro Nacional de Profesionistas y sus Asociaciones,Educación,"El programa tiene como objetivo autorizar el ejercicio profesional y grado académico en México de los egresados de los niveles de Educación Media Superior, Superior, así como, de los Colegios y Federaciones de profesionistas para contribuir a fortalecer la calidad y pertinencia de la Educación Media Superior y formación para el trabajo. Los servicios que otorga de acuerdo con la solicitud de los profesionistas y de las instituciones educativas y público usuario durante el año son: 1) el registro de título profesional, 2) la expedición de cédula, asimismo, 3) la autorización y registro tanto de los colegios como de las federaciones de profesionistas.",1162580.0,502031.0,733998.0,63.14,146.21,19.76,62.56,62.56
11-E047,2018,Educación Pública,Programa de infraestructura física educativa,Educación,"Este programa es operado de manera conjunta por el Instituto Nacional de la Infraestructura Física Educativa (INIFED) y el Patronato de Obras e Instalaciones del Instituto Politécnico Nacional (POI del IPN). El programa orienta sus esfuerzos para que se mejore la infraestructura física educativa de los planteles de educación básica, media superior y superior en las Entidades Federativas, mediante las acciones de normalización y diseño para la ampliación, adecuación, modernización y conservación para su mejor aprovechamiento y funcionalidad. Debido a que la asignación presupuestal, es mediante el Presupuesto de Egresos de la Federación, la planeación que realizan las UR es anual y su operación también es anual",136.0,36.0,49.0,36.03,136.11,203.33,490.44,490.44
11-E064,2018,Educación Pública,Educación para Adultos (INEA),Educación,"El programa contribuye al bienestar social e igualdad mediante la prestación de servicios educativos, a población de 15 años y más, destinados a reducir el rezago educativo.",28995163.0,1142576.0,963449.0,3.32,84.32,2409.65,2963.4,2963.4
11-E066,2018,Educación Pública,Educación Inicial y Básica Comunitaria,Educación,"El Programa contribuye a asegurar mayor cobertura, inclusión y equidad educativa entre todos los grupos de la población para la construcción de una sociedad más justa mediante la atención a niños y jóvenes que viven en localidades de alta y muy alta marginación y/o rezago social con servicios de educación inicial (EI) y básica comunitaria (EBC) y apoyos de programas compensatorios (PC).",1641848.0,312423.0,307596.0,18.73,98.45,4858.43,4634.6,4634.6
11-S243,2018,Educación Pública,Programa Nacional de Becas,Educación,"El programa contribuye a asegurar mayor cobertura, inclusión y equidad educativa entre todos los grupos de la población para la construcción de una sociedad más justa mediante el apoyo a estudiantes y personal académico para el acceso, permanencia, egreso y/o superación académica en el Sistema Educativo Nacional. La periodicidad del otorgamiento del apoyo es variable y se establece en las Reglas de Operación (ROP) del programa. En 2018, las 17 Unidades que operaron el programa otorgaron las becas o apoyos, según su ámbito de competencia.",2986441.0,2986441.0,1653980.0,55.38,55.38,11214.54,7629.5,7629.5
11-S247,2018,Educación Pública,Programa para el Desarrollo Profesional Docente,Educación,"El programa orienta sus esfuerzos para que el personal docente y personal con funciones de dirección, de supervisión, de asesoría técnico-pedagógica, profesores de tiempo completo y cuerpos académicos participen y concluyan los programas de formación, actualización académica, capacitación y/o proyectos de investigación para lograr el perfil idóneo. La operación del programa está a cargo de la Dirección General de Formación Continua, Actualización y Desarrollo Profesional de Maestros en Educación Básica, la Subsecretaría de Educación Media Superior (a través de la Coordinación Sectorial de Desarrollo Académico), la Dirección de Educación Superior Universitaria, la Coordinación General de Universidades Tecnológicas y Politécnicas y el Tecnológico Nacional de México en el tipo Superior. Su operación se considera anual, en función de la asignación de recursos establecida en el Presupuesto de Egresos de la Federación de cada ejercicio fiscal.",1275192.0,747276.0,774178.0,60.71,103.6,1733.28,1220.74,1220.74
11-S270,2018,Educación Pública,Programa Nacional de Inglés,Educación,"El Programa Nacional de Inglés (PRONI) contribuye a asegurar la calidad de los aprendizajes en la educación básica y la formación integral de todos los grupos de la población mediante el fortalecimiento de los procesos de enseñanza y aprendizaje del inglés como una segunda lengua en las escuelas públicas de educación básica. Dicho fortalecimiento se da a través del establecimiento de condiciones técnicas y pedagógicas, y la promoción de procesos de certificación internacional del alumno/a en las cuatro habilidades comunicativas en el dominio del idioma, en condiciones de igualdad para alumnas/os. Además, el Programa considera una propuesta que se sustenta en un plan de estudios avalado por la Universidad de Cambridge en su división Cambridge English Language Assessment, mismo que está alineado a estándares nacionales (Certificación Nacional de Nivel de Idioma-CENNI) e internacionales (Marco Común Europeo de Referencia para las Lenguas-MCER), siendo México el primer país a nivel mundial que tiene un currículo con estos parámetros.",124644.0,34239.0,34239.0,27.47,100.0,826.81,746.94,746.94
11-U006,2018,Educación Pública,Subsidios para organismos descentralizados estatales,Educación,"El Programa Subsidios Federales para Organismos Descentralizados Estatales (ODEs) contribuye al sostenimiento y ampliación de la cobertura de los servicios proporcionados por los ODEs de Educación Media Superior (EMS), Superior (ES) y Formación para el Trabajo (FT), las cuales, se integran por Universidades Públicas Estatales (UPES), Universidades Públicas Estatales de Apoyo Solidario (UPEAS), Universidades Interculturales (UI), Universidades Tecnológicas (UT), Universidades Politécnicas (UP), Planteles de Educación Media Superior (PEMS), los Institutos Tecnológicos Descentralizados (ITD) y para la formación para el trabajo. Se rige bajo el acuerdo 644 del Artículo Trigésimo Séptimo Transitorio del PEF 2012 cuyo diseño no se apega al de programas sociales. Los apoyos que entrega anualmente son subsidios federales para el sostenimiento del funcionamiento de las ODES a través del gasto corriente (pago de nóminas del personal docente y administrativo) y gasto de operación.",3861.0,3863.0,3863.0,100.05,100.0,83748.34,90347.36,90285.16
11-U080,2018,Educación Pública,Apoyos a centros y organizaciones de educación,Educación,"El Programa contribuye a asegurar mayor cobertura, inclusión y equidad educativa entre todos los grupos de la población para la construcción de una sociedad más justa mediante el apoyo a los Centros y Organizaciones educativas y de la sociedad civil, así como a las Entidades Federativas para que lleven a cabo actividades de educación integral e incluyente (culturales, artísticas, deportivas, socioemocionales, investigación, capacitación, difusión y publicación). El subsidio anual permite solventar gastos inherentes a la operación y prestación de servicios educativos y es operado por cuatro unidades responsables.",62.0,51.0,39.0,62.9,76.47,3089.48,26668.93,26668.93
12-E010,2018,Salud,Formación y capacitación de recursos humanos para la salud,Salud,"El Programa tiene como objetivo ofrecer formación de especialistas, de posgrado y educación continua para médicos especialistas y otros profesionistas de la salud, además de proporcionar capacitación a los servidores públicos de la Secretaría de Salud y sus órganos coordinados mediante el desarrollo de programas académicos, cursos y eventos de capacitación, de forma anual.",151561.0,126476.0,117847.0,77.76,93.18,3930.21,3856.48,3856.48
12-E022,2018,Salud,Investigación y desarrollo tecnológico en salud,Salud,"El Programa tiene como objetivo generar conocimiento científico y tecnológico en investigación para la salud de calidad, fortaleciendo los fondos para el desarrollo de proyectos de investigación para la salud, mejorar el entorno laboral de los investigadores y la difusión de resultados relevantes de la investigación para la salud, que permita estar en mejores condiciones para contribuir a mejorar la salud de la población.",1892.0,1816.0,1719.0,90.86,94.66,2162.77,2270.21,2270.21
12-E023,2018,Salud,Atención a la Salud,Salud,"El Programa proporciona atención hospitalaria y ambulatoria de alta especialidad a la población que la demanda en los Institutos Nacionales de Salud, Hospitales Federales, Hospitales Regionales de Alta Especialidad y Servicios de Atención Psiquiátrica en coordinación con la red de servicios.",2676396.0,1922868.0,1732135.0,64.72,90.08,21144.41,22287.83,22287.83
12-E025,2018,Salud,Prevención y atención contra las adicciones,Salud,"El Programa contribuye a consolidar las acciones de protección, promoción de la salud y prevención de enfermedades mediante acciones integrales para la prevención y control de las adicciones; y los problemas de salud ocasionados por el uso, abuso y dependencia del tabaco, alcohol y otras drogas en la población que por sus características biopsicosociales y de vulnerabilidad social tienen mayor probabilidad de uso, abuso o dependencia, a través de apoyos financieros, capacitación en temas de adicciones, medicamentos, dirigidos a unidades de atención especializadas en adicciones, (Unidades de Especialidades Médicas-Centros de Atención Primaria en Adicciones y Centros de Integración Juvenil, A.C.).",105293135.0,13337740.0,7547171.0,7.17,56.59,1334.96,1294.17,1294.17
12-E036,2018,Salud,Programa de vacunación,Salud,"Contribuye a consolidar las acciones de protección, promoción de la salud y prevención de enfermedades mediante acciones permanentes e intensivas de vacunación, capacitación, supervisión y difusión de campañas de vacunación, a través de establecer los criterios para la planeación, programación, ejecución, monitoreo y evaluación del Programa de Vacunación Universal (PVU) y las acciones integradas en las Semanas Nacionales de Salud, mediante acciones que deben llevarse a cabo en todas las Instituciones del Sistema Nacional de Salud; se rige por los lineamientos del PVU y Semanas Nacionales de Salud, cuyo objetivo es otorgar protección específica a la población contra enfermedades que son prevenibles a través de la aplicación de vacunas y garantizando el acceso a las vacunas de manera universal.",62899185.0,23816928.0,22200259.0,35.29,93.21,1996.05,2513.53,2513.53
12-E040,2018,Salud,Servicios de asistencia social integral,Salud,"Su objetivo es contribuir a cerrar las brechas existentes en salud entre diferentes grupos sociales y regiones del país mediante el acceso a servicios de asistencia social integral. El Programa de forma anual se enfoca en personas que se encuentran en situación de vulnerabilidad y que requieren servicios especializados para su protección e incorporación a una vida plena y productiva, brindando atención médica y paramédica especializada a personas con discapacidad o riesgo de presentarla a través de la rehabilitación, servicios de asistencia social mediante la atención integral a niñas, niños, adolescentes y adultos mayores albergados en los centros de asistencia social y de esparcimiento en los siete campamentos recreativos distribuidos en diferentes estados de la República Mexicana (Quintana Roo, Veracruz, Guerrero, Guanajuato, Aguascalientes, Nayarit y Sinaloa), y servicios de asistencia social integral otorgados en el Centro Nacional de Modelo de Atención, Integración y Capacitación para el Desarrollo Comunitario Tlazocihualpilli (único centro que tiene el programa), para personas que viven en la zona de la Delegación Xochimilco y de la Delegación Tláhuac, que presentan problemáticas de exclusión y vulnerabilidad por la carencia de empleo.",12985578.0,3871295.0,1513870.0,11.66,39.11,863.93,840.72,840.72
12-E041,2018,Salud,"Protección y restitución de los derechos de las niñas, niños y adolescentes",No Discriminación,"El Programa tiene como objetivo contribuir a cerrar las brechas existentes en salud entre diferentes grupos sociales y regiones del país mediante la atención, protección y restitución de los derechos de niñas, niños y adolescentes a través de realizar acciones que permiten atender, proteger y restituir los derechos de las niñas, niños y adolescentes mediante la emisión y seguimiento de las medidas de protección integral y restitución de los derechos, representaciones jurídicas, asistencias y asesorías jurídicas, atención a reportes de maltrato infantil, regularizaciones jurídicas por albergados en centros de asistencia social dependientes del SNDIF, establecimiento de mecanismos para la autorización, registro, certificación y supervisión de centros de asistencia social y procesos de adopción, a través de la Procuraduría Federal de Protección de Niñas, Niños y adolescentes y su ámbito de competencia en apego a la Ley General de los Derechos de Niñas, Niños y Adolescentes.",39200000.0,1800.0,2436.0,0.01,135.33,93.13,86.11,86.11
12-S039,2018,Salud,Programa de Atención a Personas con Discapacidad,No Discriminación,"El objetivo del programa es contribuir a cerrar las brechas existentes en salud entre diferentes grupos sociales y regiones del país mediante el acceso a medios que permitan la inclusión social de las personas con discapacidad, otorgando recursos económicos (subsidios federales), a los sistemas estatales (SEDIF), sistemas municipales (SMDIF) a través de los SEDIF y a las organizaciones de la sociedad civil (OSC), para fomentar la ejecución de obras y/o acciones enfocadas a beneficiar a las personas con discapacidad, con la instrumentación de proyectos. Estos se circunscriben en tres vertientes: 1) Acciones en salud (ayudas funcionales y equipo, atención especializada, promoción de la salud y prevención de la discapacidad), 2) Acciones de infraestructura y equipamiento (remodelación, construcción, operación y equipamiento), y 3) Acciones de desarrollo para la inclusión laboral, educativa y social de las personas con discapacidad (inclusión laboral, desarrollo educativo, cultural, recreación, deporte y arte, desarrollo social integral).",4527784.0,2274419.0,48178.0,1.06,2.12,43.76,168.13,168.13
12-S200,2018,Salud,Fortalecimiento a la atención médica,Salud,"El Programa tiene el objetivo de contribuir a asegurar el acceso efectivo a servicios de salud con Calidad, otorgando transferencia de recursos presupuestarios federales con el carácter de subsidios a las Entidades Federativas, para la organización y operación efectiva de equipos de salud itinerantes, mediante el establecimiento de rutas fijas de las Unidades Médicas Móviles (UMM) con diferente capacidad resolutiva y que forman parte de las Redes Integradas de Servicios de Salud (RISS), para que brinden Atención Primaria a la Salud (servicios de promoción de la salud, prevención de enfermedades, atención médica y odontológica), a las localidades con menos de 2,500 habitantes y que se encuentren sin acceso a los servicios de salud por falta de Infraestructura, carentes de recursos para otorgar atención permanente a la población, sin discriminar por condiciones de género, edad, origen étnico, posición social, económica, capacidades diferentes o creencia religiosa. Asimismo, con la ejecución del Programa se busca la continuidad de la atención a través de la referencia de pacientes a unidades médicas de mayor Capacidad Resolutiva de la RISS.",158662.0,10852.0,10788.0,6.8,99.41,901.05,841.3,841.3
14-E003,2018,Trabajo y Previsión Social,Ejecución de los programas y acciones de la Política Laboral,Trabajo,"Tiene como propósito que los centros de trabajo de carácter federal cuenten con condiciones de trabajo digno o decente; mediante el fomento a la incorporación al Programa de Autogestión en Seguridad y Salud en el Trabajo (PASST), promover la aplicación de buenas prácticas laborales a favor de las personas en situación de vulnerabilidad con la obtención de los Distintivos Empresa Incluyente Gilberto Rincón Gallardo (DEI); Empresa Familiarmente Responsable (DEFR); Empresa Agrícola Libre de Trabajo Infantil (DEALTI) y México sin Trabajo Infantil (DIMEXSTRI), el acceso a la seguridad social y vigilancia a través de operativos de inspección, distintivos e instrumentos de fomento de la Seguridad Social para el cumplimiento de la normatividad laboral, en coordinación y operación de las Delegaciones, Subdelegaciones y Oficinas Federales del Trabajo en las 32 Entidades Federativas.",437528.0,114159.0,105889.0,24.2,92.76,658.09,671.42,671.42
14-E004,2018,Trabajo y Previsión Social,Capacitación para Incrementar la Productividad,Trabajo,"El objetivo general del Programa de Capacitación para Incrementar la Productividad es fomentar la capacitación y el adiestramiento de los trabajadores asalariados mediante la realización de cursos en la modalidad presencial y a distancia y el otorgamiento anual de subsidios para la certificación de sus competencias laborales que incidan favorablemente en la competitividad del país; así como salvaguardar los derechos de los trabajadores y personas en situación de vulnerabilidad y vigilar el cumplimiento de la normatividad laboral mediante acciones de protección al salario, la promoción de la productividad laboral y orientación sindical.",21200000.0,82888.0,89395.0,0.43,107.85,76.56,73.8,73.8
14-S043,2018,Trabajo y Previsión Social,Programa de Apoyo al Empleo (PAE),Trabajo,"El objetivo del Programa fue facilitar la colocación en un puesto de trabajo o actividad productiva a la población buscadora de empleo mediante la atención y prestación de apoyos económicos y en especie, para que fortalezcan sus habilidades laborales. El Programa otorgó apoyos a través de subprogramas: Servicios de Vinculación Laboral, Bécate, Fomento al Autoempleo (FA), Movilidad Laboral (ML) y Repatriados Trabajando (RT). En el caso de Bécate, mediante sus distintas modalidades se otorgaron becas por un monto de entre uno a tres salarios mínimos diarios, así como ayuda de transporte. Respecto a FA los apoyos consistieron en mobiliario, maquinaria, equipo y/o herramienta, cuyo costo puede ser de hasta $25,000 por persona y hasta $125,000. cuando el número de integrantes sea de cinco o más. En ML se entregaron apoyos económicos a personas para sufragar los gastos que implica el cambio de residencia temporal del solicitante de empleo, el cual será hasta por un monto de $1,800.00. En el caso de RT se otorgó boleto para la transportación a su lugar de origen o residencia y orientación e información acerca de otros apoyos a los que puede acceder por medio del PAE.",10823694.0,6758918.0,5186324.0,47.92,76.73,975.35,990.77,990.77
16-S046,2018,Medio Ambiente y Recursos Naturales,Programa de Conservación para el Desarrollo Sostenible,Medio Ambiente Sano,"Promueve la conservación de ecosistemas y su biodiversidad en las Regiones Prioritarias (RP), mediante el aprovechamiento sostenible, con igualdad de oportunidades para mujeres y hombres, con énfasis en población indígena, a través de adopción y práctica de actividades productivas alternativas y fortalecimiento de capacidades locales de gestión. Otorga apoyos económicos con temporalidad variable, para realizar Estudios Técnicos, proyectos, cursos de capacitación y brigadas de contingencia ambiental, dirigido a mujeres y hombres de 18 o más años que conforman grupos organizados, ejidos y comunidades, personas morales que sean propietarios, poseedores, usufructuarios o usuarios de los recursos naturales comprendidos dentro de las Regiones Prioritarias.",1705472.0,1034821.0,28588.0,1.68,2.76,252.02,247.32,247.32
16-S074,2018,Medio Ambiente y Recursos Naturales,"Agua Potable, Drenaje y Tratamiento",Vivienda,"El programa brinda apoyos financieros, técnicos, de fortalecimiento en la eficiencia técnica y comercial, así como en la supervisión para la ejecución de obras y acciones, a los municipios y organismos operadores, con los que mediante Convenios de Coordinación y anexos técnicos, suscritos cada año con las Entidades Federativas se logra la suma de acciones y recursos, para el sostenimiento y ampliación de la infraestructura de agua potable, alcantarillado y saneamiento de zonas urbanas y rurales del país, a efecto de que todos los habitantes cuenten con servicios de calidad en sus viviendas.",6700000.0,260000.0,360000.0,5.37,138.46,3587.13,3437.28,3437.28
16-S217,2018,Medio Ambiente y Recursos Naturales,Programa de Apoyo a la Infraestructura Hidroagrícola,Bienestar Económico,"El programa brinda apoyos financieros y técnicos a los usuarios de infraestructura hidroagrícola para el mejoramiento de la infraestructura que, conforme a sus Reglas de Operación, persigue tres objetivos: 1) promover un uso eficiente del agua, 2) aumentar la producción y productividad en la agricultura de riego y temporal tecnificado, y 3) ampliar la frontera agrícola en áreas de riego y de temporal.",40350.0,40350.0,1186.0,2.94,2.94,2009.06,2317.54,2317.54
19-S038,2018,Aportaciones a Seguridad Social,Programa IMSS-PROSPERA,Salud,"El Programa IMSS-PROSPERA proporciona servicios de salud entre diferentes grupos sociales y regiones del país, otorgando atención a población sin seguridad social en su mayoría residente de localidades de alta y muy alta marginación mediante un Modelo de Atención Integral a la Salud que vincula los servicios de salud y la acción comunitaria, en las entidades donde el Programa tiene cobertura. Los servicios del Programa son abiertos a la población dentro del ámbito de las unidades médicas de primero y segundo nivel de atención; es decir, cualquier persona recibe la prestación del servicio en forma inmediata y sin condicionamiento alguno.",17067358.0,13121651.0,10866510.0,63.67,82.81,11893.53,11893.53,11893.53
20-E003,2018,Bienestar,Servicios a grupos con necesidades especiales,No Discriminación,"El Programa E003 ""Servicios a Grupos con Necesidades Especiales"" a cargo del Instituto Nacional de las Personas Adultas Mayores (Inapam) tiene como objetivo contribuir a construir una sociedad igualitaria donde exista acceso irrestricto al bienestar social mediante acciones que protejan el ejercicio de los derechos de las Personas Adultas Mayores (PAM). Asimismo, el Programa ofrece a esta población los siguientes servicios: tarjeta INAPAM (para tener acceso a descuentos en servicios de salud, alimentación, transporte, vestido, hogar, recreación y cultura); beneficios derivados de los convenios firmados con el sector público, privado y social; albergues, residencias de día, asesoría jurídica, clubes, Centro de Atención Integral (CAI), vinculación laboral y centros culturales.",13814107.0,13814107.0,1139440.0,8.25,8.25,341.68,349.59,349.59
20-E016,2018,Bienestar,Articulación de políticas públicas integrales de juventud,No Discriminación,"El programa busca atender el problema de la incorporación desigual al desarrollo del país en condiciones desfavorables de los jóvenes debido a la difícil transición escuela trabajo, a la limitada participación de la población joven en la toma de decisiones, al limitado ejercicio de los derechos sociales de la población joven y a la inexistencia de un estado completo de bienestar físico y mental; lo que se materializan en elevadas tasas de desempleo, bajos ingresos laborales, elevadas tasas de violencia y delincuencia e incremento en el gasto público en salud. Por tal motivo, el programa busca atender estas causas a través de sus modalidades: Desarrollo de Capital Humano en las y los Jóvenes que atiende la transición escuela trabajo; Impulso a la Participación Social que atiende la limitada participación de la población joven en la toma de decisiones; y mediante Divulgación y promoción de la salud en las y los jóvenes donde se fomenta el bienestar físico y mental de las y los jóvenes.",38611625.0,980078.0,1222.0,0.003164849964227095,0.12,198.65,40.59,40.59
20-S174,2018,Bienestar,Programa de estancias infantiles para apoyar a madres trabajadoras,Seguridad Social,"Apoya a las madres que trabajan, buscan empleo o estudian, a los padres solos o tutores legalmente reconocidos con hijas e hijos o niñas y niños bajo su cuidado de entre 1 año y hasta un día antes de cumplir 4 años y, entre 1 año y hasta un día antes de cumplir 6 años en caso de niñas y niños con alguna discapacidad debidamente certificada, a través de subsidios que les permitan acceder a los servicios de cuidado y atención infantil.",2917313.0,737462.0,313550.0,10.75,42.52,4070.26,3867.12,3864.27
38-E003,2018,Consejo Nacional de Ciencia y Tecnología,"Investigación científica, desarrollo e innovación",Educación,"El objetivo del programa es impulsar la formación del capital humano altamente calificado a través del mejoramiento de la infraestructura y entornos científicos, tecnológicos y de innovación.",1346.0,1346.0,1675.0,124.44,124.44,5053.33,5177.33,5177.33
38-S190,2018,Consejo Nacional de Ciencia y Tecnología,Becas de posgrado y apoyos a la calidad,Educación,"El Programa otorga: becas para realizar estudios de especialidades y posgrados; y apoyos para la consolidación en diferentes modalidades: estancias posdoctorales, repatriación y retención, inserción de científicos y tecnólogos en empresas, estancias sabáticas; tanto en México como en el extranjero. Los aspirantes deben atender a la convocatoria correspondiente o ser postulados por parte de los coordinadores de los programas registrados en el Programa Nacional de Posgrados de Calidad (PNPC). Los montos de las becas dependen del tipo de posgrado y la modalidad del apoyo, conforme a lo establecido en cada convocatoria.",63159.0,63159.0,62821.0,99.46,99.46,10100.0,9634.57,9634.57
38-S191,2018,Consejo Nacional de Ciencia y Tecnología,Sistema Nacional de Investigadores,Educación,"El programa otorga distinciones y estímulos económicos en tres categorías: Candidato a Investigador Nacional, Investigador Nacional (Niveles I, II, III), e Investigador Nacional Emérito. Esto mediante la evaluación de la producción científica y formación de capital humano, realizada por aquellos investigadores en México, o mexicanos en el extranjero que someten una solicitud de ingreso, reingreso o permanencia en el Sistema. La entrega del estímulo económico se realiza en forma mensual y el monto depende de la categoría y nivel de la distinción otorgada.",33563.0,28633.0,28578.0,85.15,99.81,5000.0,5475.65,5475.65
47-S010,2018,Entidades no Sectorizadas,Fortalecimiento a la Transversalidad de la Perspectiva de Género,No Discriminación,"El Programa de Fortalecimiento a la Transversalidad de la Perspectiva de Género (PFTPG o Programa) contribuye con recursos económicos, asesorías presenciales, en línea y telefónicas, para que los mecanismos para el adelanto de las mujeres (MAM) promuevan la incorporación de la perspectiva de género en el marco normativo, en los instrumentos de planeación, programáticos, así como en las acciones gubernamentales para implementar la política nacional en materia de igualdad en las entidades federativas, municipios y en las alcaldías de la Ciudad de México. Los MAM son las Instancias de las Mujeres en las Entidades Federativas (IMEF) y las Instancias Municipales de las Mujeres (IMM); los MAM son beneficiarios directos del PFTPG, estos acceden a los recursos del PFTPG, si el proyecto que registran en la Plataforma e-transversalidad es validado por la Comisión para la Validación de Proyectos y la documentación jurídica y financiera cumple con lo establecido en las Reglas de Operación (ROP). La entrega del recurso se realiza en una sola exhibición, en una ocasión por ejercicio fiscal, previa validación de la documentación y el proyecto.",2496.0,2045.0,875.0,35.06,42.79,350.0,327.23,327.23
47-S178,2018,Entidades no Sectorizadas,Programa de Apoyo a la Educación Indígena,Educación,"El programa tiene como objetivo apoyar la permanencia en la educación de niños y jóvenes indígenas a través de diferentes modalidades de atención, priorizando a aquellos que no tienen opciones educativas en su comunidad. Asimismo, tiene como propósito brindar hospedaje y servicios de alimentación para contribuir a su sano desarrollo, y fomentar la permanencia, continuidad, conclusión y titulación de la formación educativa de nivel superior, fortaleciendo la identidad cultural de los pueblos y comunidades indígenas.",803640.0,446891.0,80778.0,10.05,18.08,1322.02,1265.65,1265.65
